task_id,source_split,source_config,text,code_python,test_list,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed,tests_typescript
232,test,sanitized,Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.,"import heapq
def larg_nnum(list1,n):
 largest=heapq.nlargest(n,list1)
 return largest","[""assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],2))==set([100,90])"", ""assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],5))==set([100,90,80,70,60])"", ""assert set(larg_nnum([10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],3))==set([100,90,80])""]","function larg_nnum<T>(list1: T[], n: number): T[] {
    const sorted = [...list1].sort((a, b) => {
        if (a < b) return 1;
        if (a > b) return -1;
        return 0;
    });
    return sorted.slice(0, n);
}",success,1,3,0,[]
233,test,sanitized,Write a function to find the lateral surface area of a cylinder.,"def lateralsuface_cylinder(r,h):
  lateralsurface= 2*3.1415*r*h
  return lateralsurface","[""assert math.isclose(lateralsuface_cylinder(10,5), 314.15000000000003, rel_tol=0.001)"", ""assert math.isclose(lateralsuface_cylinder(4,5), 125.66000000000001, rel_tol=0.001)"", ""assert math.isclose(lateralsuface_cylinder(4,10), 251.32000000000002, rel_tol=0.001)""]","function lateralsuface_cylinder(r: number, h: number): number {
  const lateralsurface = 2 * 3.1415 * r * h;
  return lateralsurface;
}",success,1,3,0,[]
234,test,sanitized,Write a function to find the volume of a cube given its side length.,"def volume_cube(l):
  volume = l * l * l
  return volume","[""assert volume_cube(3)==27"", ""assert volume_cube(2)==8"", ""assert volume_cube(5)==125""]","function volume_cube(l: number): number {
  const volume = l * l * l;
  return volume;
}",success,1,3,0,[]
235,test,sanitized,Write a python function to set all even bits of a given number.,"def even_bit_set_number(n): 
    count = 0;res = 0;temp = n 
    while(temp > 0): 
        if (count % 2 == 1): 
            res |= (1 << count)
        count+=1
        temp >>= 1
    return (n | res) ","[""assert even_bit_set_number(10) == 10"", ""assert even_bit_set_number(20) == 30"", ""assert even_bit_set_number(30) == 30""]","function even_bit_set_number(n: number): number {
    let count: number = 0;
    let res: number = 0;
    let temp: number = n;
    
    while (temp > 0) {
        if (count % 2 === 1) {
            res |= (1 << count);
        }
        count += 1;
        temp >>= 1;
    }
    
    return (n | res);
}",success,1,3,0,[]
237,test,sanitized,Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.,"from collections import Counter 
def check_occurences(test_list):
  res = dict(Counter(tuple(ele) for ele in map(sorted, test_list)))
  return  (res) ","[""assert check_occurences([(3, 1), (1, 3), (2, 5), (5, 2), (6, 3)] ) == {(1, 3): 2, (2, 5): 2, (3, 6): 1}"", ""assert check_occurences([(4, 2), (2, 4), (3, 6), (6, 3), (7, 4)] ) == {(2, 4): 2, (3, 6): 2, (4, 7): 1}"", ""assert check_occurences([(13, 2), (11, 23), (12, 25), (25, 12), (16, 23)] ) == {(2, 13): 1, (11, 23): 1, (12, 25): 2, (16, 23): 1}""]","function check_occurences(test_list: [number, number][]): Record<string, number> {
  const counter = new Map<string, number>();
  
  for (const ele of test_list) {
    const sorted = [...ele].sort((a, b) => a - b);
    const key = `(${sorted[0]}, ${sorted[1]})`;
    counter.set(key, (counter.get(key) || 0) + 1);
  }
  
  const result: Record<string, number> = {};
  for (const [key, value] of counter) {
    result[key] = value;
  }
  
  return result;
}",success,1,3,0,[]
238,test,sanitized,Write a python function to count the number of non-empty substrings of a given string.,"def number_of_substrings(str): 
	str_len = len(str); 
	return int(str_len * (str_len + 1) / 2); ","[""assert number_of_substrings(\""abc\"") == 6"", ""assert number_of_substrings(\""abcd\"") == 10"", ""assert number_of_substrings(\""abcde\"") == 15""]","function number_of_substrings(str: string): number {
    const str_len: number = str.length;
    return Math.floor(str_len * (str_len + 1) / 2);
}",success,1,3,0,[]
239,test,sanitized,"Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.","def get_total_number_of_sequences(m,n): 
	T=[[0 for i in range(n+1)] for i in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			if i==0 or j==0: 
				T[i][j]=0
			elif i<j: 
				T[i][j]=0
			elif j==1: 
				T[i][j]=i 
			else: 
				T[i][j]=T[i-1][j]+T[i//2][j-1] 
	return T[m][n]","[""assert get_total_number_of_sequences(10, 4) == 4"", ""assert get_total_number_of_sequences(5, 2) == 6"", ""assert get_total_number_of_sequences(16, 3) == 84""]","function get_total_number_of_sequences(m: number, n: number): number {
    const T: number[][] = [];
    for (let i = 0; i <= m; i++) {
        T[i] = [];
        for (let j = 0; j <= n; j++) {
            T[i][j] = 0;
        }
    }
    
    for (let i = 0; i <= m; i++) {
        for (let j = 0; j <= n; j++) {
            if (i === 0 || j === 0) {
                T[i][j] = 0;
            } else if (i < j) {
                T[i][j] = 0;
            } else if (j === 1) {
                T[i][j] = i;
            } else {
                T[i][j] = T[i - 1][j] + T[Math.floor(i / 2)][j - 1];
            }
        }
    }
    
    return T[m][n];
}",success,1,3,0,[]
240,test,sanitized,Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.,"def replace_list(list1,list2):
 list1[-1:] = list2
 replace_list=list1
 return replace_list
","[""assert replace_list([1, 3, 5, 7, 9, 10],[2, 4, 6, 8])==[1, 3, 5, 7, 9, 2, 4, 6, 8]"", ""assert replace_list([1,2,3,4,5],[5,6,7,8])==[1,2,3,4,5,6,7,8]"", ""assert replace_list([\""red\"",\""blue\"",\""green\""],[\""yellow\""])==[\""red\"",\""blue\"",\""yellow\""]""]","function replace_list<T>(list1: T[], list2: T[]): T[] {
    list1.splice(-1, 1, ...list2);
    return list1;
}",success,1,3,0,[]
242,test,sanitized,Write a function to count the total number of characters in a string.,"def count_charac(str1):
 total = 0
 for i in str1:
    total = total + 1
 return total","[""assert count_charac(\""python programming\"")==18"", ""assert count_charac(\""language\"")==8"", ""assert count_charac(\""words\"")==5""]","function count_charac(str1: string): number {
    let total: number = 0;
    for (const i of str1) {
        total = total + 1;
    }
    return total;
}",success,1,3,0,[]
244,test,sanitized,Write a python function to find the next perfect square greater than a given number.,"import math  
def next_Perfect_Square(N): 
    nextN = math.floor(math.sqrt(N)) + 1
    return nextN * nextN ","[""assert next_Perfect_Square(35) == 36"", ""assert next_Perfect_Square(6) == 9"", ""assert next_Perfect_Square(9) == 16""]","function next_Perfect_Square(N: number): number {
    const nextN = Math.floor(Math.sqrt(N)) + 1;
    return nextN * nextN;
}",success,1,3,0,[]
245,test,sanitized,"Write a function that takes an array and finds the maximum sum of a bitonic subsequence for the given array, where a sequence is bitonic if it is first increasing and then decreasing.","def max_sum(arr): 
	MSIBS = arr[:] 
	for i in range(len(arr)): 
		for j in range(0, i): 
			if arr[i] > arr[j] and MSIBS[i] < MSIBS[j] + arr[i]: 
				MSIBS[i] = MSIBS[j] + arr[i] 
	MSDBS = arr[:] 
	for i in range(1, len(arr) + 1): 
		for j in range(1, i): 
			if arr[-i] > arr[-j] and MSDBS[-i] < MSDBS[-j] + arr[-i]: 
				MSDBS[-i] = MSDBS[-j] + arr[-i] 
	max_sum = float(""-Inf"") 
	for i, j, k in zip(MSIBS, MSDBS, arr): 
		max_sum = max(max_sum, i + j - k) 
	return max_sum","[""assert max_sum([1, 15, 51, 45, 33, 100, 12, 18, 9]) == 194"", ""assert max_sum([80, 60, 30, 40, 20, 10]) == 210"", ""assert max_sum([2, 3 ,14, 16, 21, 23, 29, 30]) == 138""]","function max_sum(arr: number[]): number {
    const MSIBS: number[] = [...arr];
    for (let i = 0; i < arr.length; i++) {
        for (let j = 0; j < i; j++) {
            if (arr[i] > arr[j] && MSIBS[i] < MSIBS[j] + arr[i]) {
                MSIBS[i] = MSIBS[j] + arr[i];
            }
        }
    }
    
    const MSDBS: number[] = [...arr];
    for (let i = 1; i <= arr.length; i++) {
        for (let j = 1; j < i; j++) {
            if (arr[arr.length - i] > arr[arr.length - j] && MSDBS[arr.length - i] < MSDBS[arr.length - j] + arr[arr.length - i]) {
                MSDBS[arr.length - i] = MSDBS[arr.length - j] + arr[arr.length - i];
            }
        }
    }
    
    let maxSum: number = -Infinity;
    for (let idx = 0; idx < arr.length; idx++) {
        maxSum = Math.max(maxSum, MSIBS[idx] + MSDBS[idx] - arr[idx]);
    }
    
    return maxSum;
}",success,1,3,0,[]
246,test,sanitized,Write a function for computing square roots using the babylonian method.,"def babylonian_squareroot(number):
    if(number == 0):
        return 0;
    g = number/2.0;
    g2 = g + 1;
    while(g != g2):
        n = number/ g;
        g2 = g;
        g = (g + n)/2;
    return g;","[""assert math.isclose(babylonian_squareroot(10), 3.162277660168379, rel_tol=0.001)"", ""assert math.isclose(babylonian_squareroot(2), 1.414213562373095, rel_tol=0.001)"", ""assert math.isclose(babylonian_squareroot(9), 3.0, rel_tol=0.001)""]","function babylonian_squareroot(number: number): number {
    if (number === 0) {
        return 0;
    }
    let g: number = number / 2.0;
    let g2: number = g + 1;
    while (g !== g2) {
        const n: number = number / g;
        g2 = g;
        g = (g + n) / 2;
    }
    return g;
}",success,1,3,0,[]
247,test,sanitized,Write a function to find the length of the longest palindromic subsequence in the given string.,"def lps(str): 
	n = len(str) 
	L = [[0 for x in range(n)] for x in range(n)] 
	for i in range(n): 
		L[i][i] = 1
	for cl in range(2, n+1): 
		for i in range(n-cl+1): 
			j = i+cl-1
			if str[i] == str[j] and cl == 2: 
				L[i][j] = 2
			elif str[i] == str[j]: 
				L[i][j] = L[i+1][j-1] + 2
			else: 
				L[i][j] = max(L[i][j-1], L[i+1][j]); 
	return L[0][n-1]","[""assert lps(\""TENS FOR TENS\"") == 5"", ""assert lps(\""CARDIO FOR CARDS\"") == 7"", ""assert lps(\""PART OF THE JOURNEY IS PART\"") == 9""]","function lps(str: string): number {
    const n: number = str.length;
    const L: number[][] = Array.from({ length: n }, () => Array(n).fill(0));
    
    for (let i = 0; i < n; i++) {
        L[i][i] = 1;
    }
    
    for (let cl = 2; cl <= n; cl++) {
        for (let i = 0; i <= n - cl; i++) {
            const j: number = i + cl - 1;
            if (str[i] === str[j] && cl === 2) {
                L[i][j] = 2;
            } else if (str[i] === str[j]) {
                L[i][j] = L[i + 1][j - 1] + 2;
            } else {
                L[i][j] = Math.max(L[i][j - 1], L[i + 1][j]);
            }
        }
    }
    
    return L[0][n - 1];
}",success,1,3,0,[]
248,test,sanitized,Write a function that takes in an integer n and calculates the harmonic sum of n-1.,"def harmonic_sum(n):
  if n < 2:
    return 1
  else:
    return 1 / n + (harmonic_sum(n - 1)) ","[""assert math.isclose(harmonic_sum(7), 2.5928571428571425, rel_tol=0.001)"", ""assert math.isclose(harmonic_sum(4), 2.083333333333333, rel_tol=0.001)"", ""assert math.isclose(harmonic_sum(19), 3.547739657143682, rel_tol=0.001)""]","function harmonic_sum(n: number): number {
  if (n < 2) {
    return 1;
  } else {
    return 1 / n + harmonic_sum(n - 1);
  }
}",success,1,3,0,[]
249,test,sanitized,Write a function to find the intersection of two arrays.,"def intersection_array(array_nums1,array_nums2):
 result = list(filter(lambda x: x in array_nums1, array_nums2)) 
 return result","[""assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[1, 2, 4, 8, 9])==[1, 2, 8, 9]"", ""assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[3,5,7,9])==[3,5,7,9]"", ""assert intersection_array([1, 2, 3, 5, 7, 8, 9, 10],[10,20,30,40])==[10]""]","function intersection_array<T>(array_nums1: T[], array_nums2: T[]): T[] {
    return array_nums2.filter(x => array_nums1.includes(x));
}",success,1,3,0,[]
250,test,sanitized,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, x): 
    count = 0
    for ele in tup: 
        if (ele == x): 
            count = count + 1
    return count ","[""assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0"", ""assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3"", ""assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4""]","function count_X<T>(tup: readonly T[], x: T): number {
    let count = 0;
    for (const ele of tup) {
        if (ele === x) {
            count = count + 1;
        }
    }
    return count;
}",success,1,3,0,[]
251,test,sanitized,"Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.","def insert_element(list,element):
 list = [v for elt in list for v in (element, elt)]
 return list","[""assert insert_element(['Red', 'Green', 'Black'] ,'c')==['c', 'Red', 'c', 'Green', 'c', 'Black']"", ""assert insert_element(['python', 'java'] ,'program')==['program', 'python', 'program', 'java']"", ""assert insert_element(['happy', 'sad'] ,'laugh')==['laugh', 'happy', 'laugh', 'sad']""]","function insert_element<T>(list: T[], element: T): T[] {
    const result: T[] = [];
    for (const elt of list) {
        result.push(element, elt);
    }
    return result;
}",success,1,3,0,[]
252,test,sanitized,Write a python function to convert complex numbers to polar coordinates.,"import cmath  
def convert(numbers):    
  num = cmath.polar(numbers)  
  return (num) ","[""assert convert(1) == (1.0, 0.0)"", ""assert convert(4) == (4.0,0.0)"", ""assert convert(5) == (5.0,0.0)""]","function convert(numbers: number | { re: number; im: number }): [number, number] {
  let re: number;
  let im: number;
  
  if (typeof numbers === 'number') {
    re = numbers;
    im = 0;
  } else {
    re = numbers.re;
    im = numbers.im;
  }
  
  const r = Math.sqrt(re * re + im * im);
  const theta = Math.atan2(im, re);
  
  return [r, theta];
}",success,1,3,0,[]
